#title	Energy_deposit_(MeV)_in_the_absorber
#partle	Am241
#absorb	G4_Au
#Abs s	1.8
#Abs t	0.03
#Act s	1.5
#Act t	0.005
#n_done	1.000000e+05
#n_set	1.000000e+05
#nbins	4002

#E_l (MeV)	counts
5.51748	0
5.51751	0
5.51755	0
5.51759	0
5.51762	0
5.51766	0
5.5177	0
5.51774	0
5.51778	0
5.51781	0
5.51785	0
5.51789	0
5.51792	0
5.51796	0
5.518	0
5.51804	0
5.51807	0
5.51811	0
5.51815	0
5.51819	0
5.51823	0
5.51826	0
5.5183	0
5.51834	0
5.51837	0
5.51841	0
5.51845	0
5.51849	0
5.51853	0
5.51856	0
5.5186	0
5.51864	0
5.51867	0
5.51871	0
5.51875	0
5.51879	0
5.51882	0
5.51886	0
5.5189	0
5.51894	0
5.51898	0
5.51901	0
5.51905	0
5.51909	0
5.51912	0
5.51916	0
5.5192	0
5.51924	0
5.51928	0
5.51931	0
5.51935	0
5.51939	0
5.51943	0
5.51946	0
5.5195	0
5.51954	0
5.51957	0
5.51961	0
5.51965	0
5.51969	0
5.51973	0
5.51976	0
5.5198	0
5.51984	0
5.51987	0
5.51991	0
5.51995	0
5.51999	0
5.52003	0
5.52006	0
5.5201	0
5.52014	0
5.52018	0
5.52021	0
5.52025	0
5.52029	0
5.52032	0
5.52036	0
5.5204	0
5.52044	0
5.52048	0
5.52051	0
5.52055	0
5.52059	0
5.52062	0
5.52066	0
5.5207	0
5.52074	0
5.52078	0
5.52081	0
5.52085	0
5.52089	0
5.52093	0
5.52096	0
5.521	0
5.52104	0
5.52107	0
5.52111	0
5.52115	0
5.52119	0
5.52123	0
5.52126	0
5.5213	0
5.52134	0
5.52137	0
5.52141	0
5.52145	0
5.52149	0
5.52153	0
5.52156	0
5.5216	0
5.52164	0
5.52168	0
5.52171	0
5.52175	0
5.52179	0
5.52182	0
5.52186	0
5.5219	0
5.52194	0
5.52198	0
5.52201	0
5.52205	0
5.52209	0
5.52212	1
5.52216	0
5.5222	0
5.52224	0
5.52228	0
5.52231	0
5.52235	0
5.52239	0
5.52243	0
5.52246	0
5.5225	0
5.52254	0
5.52257	0
5.52261	0
5.52265	0
5.52269	0
5.52273	0
5.52276	0
5.5228	0
5.52284	0
5.52287	0
5.52291	0
5.52295	0
5.52299	0
5.52302	0
5.52306	1
5.5231	0
5.52314	0
5.52318	0
5.52321	1
5.52325	0
5.52329	0
5.52332	0
5.52336	0
5.5234	0
5.52344	0
5.52348	0
5.52351	0
5.52355	0
5.52359	0
5.52363	0
5.52366	0
5.5237	0
5.52374	0
5.52377	0
5.52381	0
5.52385	0
5.52389	0
5.52393	0
5.52396	0
5.524	0
5.52404	0
5.52407	0
5.52411	0
5.52415	0
5.52419	0
5.52423	0
5.52426	0
5.5243	0
5.52434	0
5.52438	0
5.52441	0
5.52445	0
5.52449	0
5.52452	0
5.52456	0
5.5246	0
5.52464	0
5.52468	0
5.52471	0
5.52475	0
5.52479	0
5.52482	0
5.52486	0
5.5249	0
5.52494	0
5.52498	0
5.52501	0
5.52505	0
5.52509	0
5.52513	0
5.52516	0
5.5252	0
5.52524	0
5.52527	0
5.52531	0
5.52535	0
5.52539	0
5.52543	0
5.52546	0
5.5255	0
5.52554	0
5.52557	0
5.52561	0
5.52565	0
5.52569	0
5.52573	0
5.52576	0
5.5258	0
5.52584	0
5.52588	0
5.52591	0
5.52595	0
5.52599	0
5.52602	0
5.52606	0
5.5261	0
5.52614	0
5.52618	0
5.52621	0
5.52625	0
5.52629	0
5.52632	0
5.52636	0
5.5264	0
5.52644	0
5.52648	0
5.52651	0
5.52655	0
5.52659	0
5.52663	0
5.52666	0
5.5267	0
5.52674	0
5.52677	0
5.52681	0
5.52685	0
5.52689	0
5.52693	0
5.52696	0
5.527	0
5.52704	0
5.52707	0
5.52711	0
5.52715	0
5.52719	0
5.52723	0
5.52726	0
5.5273	0
5.52734	0
5.52738	0
5.52741	0
5.52745	0
5.52749	0
5.52752	0
5.52756	0
5.5276	0
5.52764	0
5.52768	0
5.52771	0
5.52775	0
5.52779	0
5.52782	0
5.52786	0
5.5279	0
5.52794	0
5.52797	0
5.52801	0
5.52805	0
5.52809	0
5.52813	0
5.52816	0
5.5282	0
5.52824	0
5.52827	0
5.52831	0
5.52835	0
5.52839	0
5.52843	0
5.52846	0
5.5285	0
5.52854	0
5.52858	0
5.52861	0
5.52865	0
5.52869	0
5.52872	0
5.52876	0
5.5288	0
5.52884	0
5.52888	0
5.52891	0
5.52895	0
5.52899	0
5.52902	0
5.52906	0
5.5291	0
5.52914	0
5.52918	0
5.52921	0
5.52925	0
5.52929	0
5.52933	0
5.52936	0
5.5294	0
5.52944	0
5.52947	0
5.52951	0
5.52955	0
5.52959	0
5.52963	0
5.52966	0
5.5297	0
5.52974	0
5.52977	0
5.52981	0
5.52985	0
5.52989	0
5.52993	0
5.52996	0
5.53	0
5.53004	0
5.53008	0
5.53011	0
5.53015	0
5.53019	0
5.53022	0
5.53026	0
5.5303	0
5.53034	0
5.53038	0
5.53041	0
5.53045	0
5.53049	0
5.53052	0
5.53056	0
5.5306	0
5.53064	0
5.53068	0
5.53071	0
5.53075	0
5.53079	0
5.53083	0
5.53086	0
5.5309	0
5.53094	0
5.53097	0
5.53101	0
5.53105	0
5.53109	0
5.53113	0
5.53116	0
5.5312	0
5.53124	0
5.53127	0
5.53131	0
5.53135	0
5.53139	0
5.53143	0
5.53146	0
5.5315	0
5.53154	0
5.53158	0
5.53161	0
5.53165	0
5.53169	0
5.53172	0
5.53176	0
5.5318	0
5.53184	0
5.53188	0
5.53191	0
5.53195	0
5.53199	0
5.53202	0
5.53206	0
5.5321	0
5.53214	0
5.53218	0
5.53221	0
5.53225	0
5.53229	0
5.53233	0
5.53236	0
5.5324	0
5.53244	0
5.53247	0
5.53251	0
5.53255	0
5.53259	0
5.53263	0
5.53266	0
5.5327	0
5.53274	0
5.53277	0
5.53281	0
5.53285	0
5.53289	0
5.53292	0
5.53296	0
5.533	0
5.53304	0
5.53308	0
5.53311	0
5.53315	0
5.53319	0
5.53322	0
5.53326	0
5.5333	0
5.53334	0
5.53338	0
5.53341	0
5.53345	0
5.53349	0
5.53353	0
5.53356	0
5.5336	0
5.53364	0
5.53367	0
5.53371	0
5.53375	0
5.53379	0
5.53383	0
5.53386	0
5.5339	0
5.53394	0
5.53397	0
5.53401	0
5.53405	0
5.53409	0
5.53413	0
5.53416	1
5.5342	0
5.53424	0
5.53428	0
5.53431	1
5.53435	0
5.53439	0
5.53442	1
5.53446	1
5.5345	2
5.53454	0
5.53458	0
5.53461	0
5.53465	0
5.53469	0
5.53472	0
5.53476	0
5.5348	1
5.53484	1
5.53488	0
5.53491	2
5.53495	1
5.53499	0
5.53503	0
5.53506	1
5.5351	1
5.53514	0
5.53517	0
5.53521	1
5.53525	1
5.53529	1
5.53533	1
5.53536	0
5.5354	1
5.53544	0
5.53547	0
5.53551	0
5.53555	1
5.53559	0
5.53563	1
5.53566	0
5.5357	0
5.53574	0
5.53578	0
5.53581	0
5.53585	0
5.53589	0
5.53592	0
5.53596	0
5.536	0
5.53604	0
5.53608	0
5.53611	0
5.53615	1
5.53619	0
5.53622	0
5.53626	0
5.5363	0
5.53634	0
5.53638	0
5.53641	0
5.53645	0
5.53649	0
5.53653	0
5.53656	0
5.5366	0
5.53664	0
5.53667	1
5.53671	0
5.53675	0
5.53679	0
5.53683	0
5.53686	0
5.5369	1
5.53694	0
5.53697	0
5.53701	0
5.53705	0
5.53709	0
5.53713	0
5.53716	0
5.5372	0
5.53724	0
5.53728	0
5.53731	0
5.53735	0
5.53739	0
5.53742	0
5.53746	0
5.5375	0
5.53754	0
5.53758	0
5.53761	0
5.53765	0
5.53769	0
5.53773	0
5.53776	0
5.5378	0
5.53784	0
5.53787	0
5.53791	0
5.53795	0
5.53799	0
5.53803	0
5.53806	0
5.5381	0
5.53814	0
5.53817	0
5.53821	0
5.53825	0
5.53829	0
5.53833	0
5.53836	0
5.5384	0
5.53844	0
5.53848	0
5.53851	0
5.53855	0
5.53859	1
5.53862	0
5.53866	0
5.5387	0
5.53874	0
5.53878	0
5.53881	0
5.53885	3
5.53889	1
5.53892	0
5.53896	1
5.539	0
5.53904	0
5.53908	1
5.53911	0
5.53915	0
5.53919	0
5.53923	0
5.53926	1
5.5393	0
5.53934	1
5.53937	0
5.53941	0
5.53945	0
5.53949	0
5.53953	1
5.53956	0
5.5396	0
5.53964	0
5.53967	0
5.53971	0
5.53975	0
5.53979	0
5.53983	0
5.53986	0
5.5399	0
5.53994	0
5.53998	0
5.54001	0
5.54005	0
5.54009	0
5.54012	0
5.54016	0
5.5402	0
5.54024	0
5.54028	0
5.54031	0
5.54035	0
5.54039	0
5.54042	0
5.54046	0
5.5405	0
5.54054	0
5.54058	0
5.54061	0
5.54065	0
5.54069	0
5.54073	1
5.54076	0
5.5408	0
5.54084	0
5.54087	0
5.54091	0
5.54095	0
5.54099	0
5.54103	0
5.54106	0
5.5411	0
5.54114	0
5.54117	0
5.54121	0
5.54125	0
5.54129	0
5.54133	0
5.54136	0
5.5414	0
5.54144	0
5.54148	0
5.54151	0
5.54155	0
5.54159	0
5.54162	0
5.54166	0
5.5417	0
5.54174	0
5.54178	0
5.54181	0
5.54185	0
5.54189	0
5.54192	0
5.54196	0
5.542	0
5.54204	0
5.54208	0
5.54211	0
5.54215	0
5.54219	0
5.54223	0
5.54226	0
5.5423	0
5.54234	0
5.54237	0
5.54241	0
5.54245	0
5.54249	0
5.54253	0
5.54256	0
5.5426	0
5.54264	0
5.54268	0
5.54271	0
5.54275	0
5.54279	0
5.54282	0
5.54286	0
5.5429	0
5.54294	0
5.54298	0
5.54301	0
5.54305	0
5.54309	0
5.54312	0
5.54316	0
5.5432	0
5.54324	0
5.54328	0
5.54331	0
5.54335	0
5.54339	0
5.54343	0
5.54346	0
5.5435	0
5.54354	0
5.54357	0
5.54361	0
5.54365	0
5.54369	0
5.54373	0
5.54376	0
5.5438	0
5.54384	0
5.54387	0
5.54391	0
5.54395	0
5.54399	0
5.54403	0
5.54406	0
5.5441	0
5.54414	0
5.54418	0
5.54421	0
5.54425	0
5.54429	0
5.54432	0
5.54436	0
5.5444	0
5.54444	0
5.54448	0
5.54451	0
5.54455	0
5.54459	0
5.54462	0
5.54466	0
5.5447	0
5.54474	0
5.54478	0
5.54481	0
5.54485	0
5.54489	0
5.54493	0
5.54496	0
5.545	0
5.54504	0
5.54507	0
5.54511	0
5.54515	0
5.54519	0
5.54523	0
5.54526	0
5.5453	0
5.54534	0
5.54537	0
5.54541	0
5.54545	0
5.54549	0
5.54553	0
5.54556	0
5.5456	0
5.54564	0
5.54568	0
5.54571	0
5.54575	0
5.54579	0
5.54582	0
5.54586	0
5.5459	0
5.54594	0
5.54598	0
5.54601	0
5.54605	0
5.54609	0
5.54612	0
5.54616	0
5.5462	0
5.54624	0
5.54628	0
5.54631	0
5.54635	0
5.54639	0
5.54643	0
5.54646	0
5.5465	0
5.54654	0
5.54657	0
5.54661	0
5.54665	0
5.54669	0
5.54673	0
5.54676	0
5.5468	0
5.54684	0
5.54688	0
5.54691	0
5.54695	0
5.54699	0
5.54703	0
5.54706	0
5.5471	0
5.54714	0
5.54718	0
5.54721	0
5.54725	0
5.54729	0
5.54732	0
5.54736	0
5.5474	0
5.54744	0
5.54748	0
5.54751	0
5.54755	0
5.54759	0
5.54763	0
5.54766	0
5.5477	0
5.54774	0
5.54777	0
5.54781	0
5.54785	0
5.54789	0
5.54793	0
5.54796	0
5.548	0
5.54804	0
5.54807	0
5.54811	0
5.54815	0
5.54819	0
5.54823	0
5.54826	0
5.5483	0
5.54834	0
5.54838	0
5.54841	0
5.54845	0
5.54849	0
5.54852	0
5.54856	0
5.5486	0
5.54864	0
5.54868	0
5.54871	0
5.54875	0
5.54879	0
5.54882	0
5.54886	0
5.5489	0
5.54894	0
5.54898	0
5.54901	0
5.54905	0
5.54909	0
5.54913	0
5.54916	0
5.5492	0
5.54924	0
5.54927	0
5.54931	0
5.54935	0
5.54939	0
5.54943	0
5.54946	0
5.5495	0
5.54954	0
5.54957	0
5.54961	0
5.54965	0
5.54969	0
5.54973	0
5.54976	0
5.5498	0
5.54984	0
5.54988	0
5.54991	0
5.54995	0
5.54999	0
5.55002	0
5.55006	0
5.5501	0
5.55014	0
5.55018	0
5.55021	0
5.55025	0
5.55029	0
5.55032	0
5.55036	0
5.5504	0
5.55044	0
5.55048	0
5.55051	0
5.55055	0
5.55059	0
5.55063	0
5.55066	0
5.5507	0
5.55074	0
5.55077	0
5.55081	0
5.55085	0
5.55089	0
5.55093	0
5.55096	0
5.551	0
5.55104	0
5.55107	0
5.55111	0
5.55115	0
5.55119	0
5.55123	0
5.55126	0
5.5513	0
5.55134	0
5.55138	0
5.55141	0
5.55145	0
5.55149	0
5.55152	0
5.55156	0
5.5516	0
5.55164	0
5.55168	0
5.55171	0
5.55175	0
5.55179	0
5.55183	0
5.55186	0
5.5519	0
5.55194	0
5.55198	0
5.55201	0
5.55205	0
5.55209	0
5.55213	0
5.55216	0
5.5522	0
5.55224	0
5.55227	0
5.55231	0
5.55235	0
5.55239	0
5.55243	0
5.55246	0
5.5525	0
5.55254	0
5.55258	0
5.55261	0
5.55265	0
5.55269	0
5.55272	0
5.55276	0
5.5528	0
5.55284	0
5.55288	0
5.55291	0
5.55295	0
5.55299	0
5.55302	0
5.55306	0
5.5531	0
5.55314	0
5.55318	0
5.55321	0
5.55325	0
5.55329	0
5.55333	0
5.55336	0
5.5534	0
5.55344	0
5.55347	0
5.55351	0
5.55355	0
5.55359	0
5.55363	0
5.55366	0
5.5537	0
5.55374	0
5.55377	0
5.55381	0
5.55385	0
5.55389	0
5.55393	0
5.55396	0
5.554	0
5.55404	0
5.55408	0
5.55411	0
5.55415	0
5.55419	0
5.55422	0
5.55426	0
5.5543	0
5.55434	0
5.55438	0
5.55441	0
5.55445	0
5.55449	0
5.55452	0
5.55456	0
5.5546	0
5.55464	0
5.55468	0
5.55471	0
5.55475	0
5.55479	0
5.55483	0
5.55486	0
5.5549	0
5.55494	0
5.55497	0
5.55501	0
5.55505	0
5.55509	0
5.55513	0
5.55516	0
5.5552	0
5.55524	0
5.55527	0
5.55531	0
5.55535	0
5.55539	0
5.55543	0
5.55546	0
5.5555	0
5.55554	0
5.55558	0
5.55561	0
5.55565	0
5.55569	0
5.55572	0
5.55576	0
5.5558	0
5.55584	0
5.55588	0
5.55591	0
5.55595	0
5.55599	0
5.55602	0
5.55606	0
5.5561	0
5.55614	0
5.55618	0
5.55621	0
5.55625	0
5.55629	0
5.55633	0
5.55636	0
5.5564	0
5.55644	0
5.55647	0
5.55651	0
5.55655	0
5.55659	0
5.55663	0
5.55666	0
5.5567	0
5.55674	0
5.55678	0
5.55681	1
5.55685	0
5.55689	1
5.55693	0
5.55696	0
5.557	0
5.55704	0
5.55708	0
5.55711	0
5.55715	0
5.55719	0
5.55722	0
5.55726	1
5.5573	0
5.55734	0
5.55738	0
5.55741	1
5.55745	0
5.55749	0
5.55753	0
5.55756	0
5.5576	0
5.55764	0
5.55767	1
5.55771	0
5.55775	0
5.55779	0
5.55783	0
5.55786	0
5.5579	0
5.55794	0
5.55797	0
5.55801	1
5.55805	0
5.55809	0
5.55813	0
5.55816	0
5.5582	0
5.55824	0
5.55828	0
5.55831	0
5.55835	0
5.55839	1
5.55842	0
5.55846	0
5.5585	1
5.55854	0
5.55858	0
5.55861	0
5.55865	0
5.55869	0
5.55872	0
5.55876	0
5.5588	0
5.55884	0
5.55888	0
5.55891	0
5.55895	0
5.55899	0
5.55903	0
5.55906	0
5.5591	0
5.55914	0
5.55917	0
5.55921	0
5.55925	0
5.55929	0
5.55933	0
5.55936	0
5.5594	0
5.55944	0
5.55947	0
5.55951	0
5.55955	0
5.55959	0
5.55963	0
5.55966	0
5.5597	0
5.55974	0
5.55978	0
5.55981	0
5.55985	1
5.55989	0
5.55992	0
5.55996	0
5.56	0
5.56004	0
5.56008	0
5.56011	0
5.56015	0
5.56019	0
5.56022	0
5.56026	0
5.5603	0
5.56034	0
5.56038	0
5.56041	0
5.56045	0
5.56049	0
5.56053	0
5.56056	0
5.5606	0
5.56064	0
5.56067	1
5.56071	0
5.56075	0
5.56079	0
5.56083	2
5.56086	0
5.5609	0
5.56094	1
5.56098	1
5.56101	0
5.56105	0
5.56109	0
5.56113	0
5.56116	0
5.5612	1
5.56124	0
5.56128	0
5.56131	0
5.56135	2
5.56139	0
5.56142	0
5.56146	0
5.5615	0
5.56154	0
5.56158	1
5.56161	0
5.56165	0
5.56169	0
5.56173	0
5.56176	0
5.5618	0
5.56184	0
5.56188	0
5.56191	0
5.56195	1
5.56199	0
5.56203	0
5.56206	0
5.5621	0
5.56214	0
5.56217	0
5.56221	0
5.56225	0
5.56229	1
5.56233	0
5.56236	0
5.5624	1
5.56244	0
5.56248	0
5.56251	0
5.56255	0
5.56259	0
5.56263	0
5.56266	0
5.5627	0
5.56274	0
5.56278	0
5.56281	0
5.56285	0
5.56289	0
5.56292	0
5.56296	0
5.563	0
5.56304	0
5.56308	0
5.56311	0
5.56315	0
5.56319	0
5.56323	0
5.56326	0
5.5633	0
5.56334	0
5.56337	0
5.56341	0
5.56345	0
5.56349	0
5.56353	0
5.56356	0
5.5636	0
5.56364	0
5.56367	0
5.56371	0
5.56375	0
5.56379	0
5.56383	0
5.56386	0
5.5639	0
5.56394	1
5.56398	0
5.56401	0
5.56405	0
5.56409	0
5.56412	0
5.56416	0
5.5642	0
5.56424	0
5.56428	0
5.56431	0
5.56435	0
5.56439	0
5.56442	0
5.56446	0
5.5645	0
5.56454	0
5.56458	0
5.56461	0
5.56465	0
5.56469	0
5.56473	0
5.56476	0
5.5648	0
5.56484	0
5.56487	0
5.56491	0
5.56495	0
5.56499	0
5.56503	0
5.56506	0
5.5651	0
5.56514	0
5.56517	0
5.56521	0
5.56525	0
5.56529	0
5.56533	0
5.56536	0
5.5654	0
5.56544	0
5.56548	0
5.56551	0
5.56555	0
5.56559	0
5.56562	0
5.56566	0
5.5657	0
5.56574	0
5.56578	0
5.56581	0
5.56585	0
5.56589	0
5.56593	0
5.56596	0
5.566	0
5.56604	0
5.56608	0
5.56611	0
5.56615	0
5.56619	1
5.56623	0
5.56626	0
5.5663	0
5.56634	0
5.56637	0
5.56641	0
5.56645	0
5.56649	0
5.56653	0
5.56656	0
5.5666	0
5.56664	0
5.56668	0
5.56671	0
5.56675	0
5.56679	0
5.56683	1
5.56686	1
5.5669	0
5.56694	0
5.56698	0
5.56701	0
5.56705	0
5.56709	0
5.56712	0
5.56716	0
5.5672	0
5.56724	0
5.56728	0
5.56731	0
5.56735	0
5.56739	1
5.56743	0
5.56746	0
5.5675	0
5.56754	0
5.56757	0
5.56761	0
5.56765	0
5.56769	0
5.56773	0
5.56776	1
5.5678	0
5.56784	0
5.56787	0
5.56791	1
5.56795	0
5.56799	0
5.56803	0
5.56806	1
5.5681	0
5.56814	1
5.56818	0
5.56821	0
5.56825	1
5.56829	0
5.56832	1
5.56836	0
5.5684	0
5.56844	0
5.56848	0
5.56851	0
5.56855	0
5.56859	0
5.56862	0
5.56866	0
5.5687	0
5.56874	0
5.56878	0
5.56881	0
5.56885	0
5.56889	0
5.56893	0
5.56896	0
5.569	0
5.56904	0
5.56907	0
5.56911	1
5.56915	0
5.56919	0
5.56923	0
5.56926	0
5.5693	0
5.56934	0
5.56937	0
5.56941	0
5.56945	0
5.56949	0
5.56953	0
5.56956	0
5.5696	0
5.56964	0
5.56968	0
5.56971	0
5.56975	0
5.56979	0
5.56982	0
5.56986	0
5.5699	0
5.56994	0
5.56998	0
5.57001	0
5.57005	0
5.57009	2
5.57012	0
5.57016	0
5.5702	0
5.57024	0
5.57028	0
5.57031	0
5.57035	0
5.57039	0
5.57043	0
5.57046	0
5.5705	0
5.57054	0
5.57057	0
5.57061	0
5.57065	0
5.57069	0
5.57073	0
5.57076	0
5.5708	1
5.57084	0
5.57088	0
5.57091	0
5.57095	0
5.57099	0
5.57103	0
5.57106	0
5.5711	0
5.57114	0
5.57118	0
5.57121	0
5.57125	0
5.57129	0
5.57132	0
5.57136	0
5.5714	0
5.57144	0
5.57148	0
5.57151	0
5.57155	0
5.57159	0
5.57163	0
5.57166	0
5.5717	0
5.57174	0
5.57178	0
5.57181	0
5.57185	0
5.57189	0
5.57193	0
5.57196	0
5.572	0
5.57204	0
5.57207	0
5.57211	0
5.57215	0
5.57219	0
5.57223	0
5.57226	0
5.5723	0
5.57234	0
5.57238	0
5.57241	0
5.57245	0
5.57249	0
5.57253	0
5.57256	0
5.5726	0
5.57264	0
5.57268	0
5.57271	0
5.57275	0
5.57279	0
5.57282	0
5.57286	0
5.5729	0
5.57294	0
5.57298	0
5.57301	0
5.57305	0
5.57309	0
5.57313	0
5.57316	0
5.5732	0
5.57324	0
5.57327	0
5.57331	0
5.57335	0
5.57339	0
5.57343	0
5.57346	0
5.5735	0
5.57354	0
5.57357	0
5.57361	0
5.57365	0
5.57369	0
